,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
34269,HR22/62005818,2022-08-04,2022-08-03,2022-08-04,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,80500
34292,GJ22/242003707,2022-08-05,2022-08-05,2022-08-05,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,126500
34298,HR22/62005884,2022-08-05,2022-08-05,2022-08-05,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,115000
34305,HR22/62005875,2022-08-05,2022-08-04,2022-08-05,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,30,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,69000
34309,HR22/62005871,2022-08-05,2022-08-04,2022-08-05,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,103500
34317,MH22/272006690,2022-08-05,2022-08-02,2022-08-05,10003023,GARG Pvt Ltd_ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,52,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,Gates-Pune-Gates-Pune,119600
34320,MH22/272006685,2022-08-05,2022-08-03,2022-08-05,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,63,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,144900
34323,MH22/272006682,2022-08-05,2022-08-02,2022-08-05,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,42,2300,OEM,Activate Enterprises,14Ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,96600
34335,MH22/272006688,2022-08-05,2022-08-03,2022-08-05,10002943,Fia Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,63,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,FIAT INDIA-PUNE-FIAT INDIA-PUNE,144900
34345,UT22/52000642,2022-08-06,2022-08-04,2022-08-06,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,UT01,branch_Rudrapur,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,48,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,110400
34355,GJ22/242003730,2022-08-06,2022-08-05,2022-08-06,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,90,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,207000
34356,MH22/272006743,2022-08-06,2022-06-20,2022-08-06,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,MH05,branch_Nagpur,MH05,branch_Nagpur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,52,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),119600
34360,GJ22/242003752,2022-08-06,2022-08-06,2022-08-06,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,83,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,190900
34362,MH22/272006774,2022-08-06,2022-08-04,2022-08-06,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,24,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,55200
34365,TN22/332002957,2022-08-06,2022-08-03,2022-08-06,10002936,Maha AUTO. Ltd  Zaheerabad AD,AUTO,South,RENTAL,Zaheerabad,Telangana,TN02,branch_Chennai,TN02,branch_Chennai,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,M&M-ZAHEERABAD (AD)-M&M-ZAHEERABAD (AD),92000
34368,MH22/272006772,2022-08-06,2022-08-04,2022-08-06,10002943,Fia Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,32,2300,OEM,Activate Enterprises,17ft Vehicle,Amrut Dsak,FLC - Small,FIAT INDIA-PUNE-FIAT INDIA-PUNE,73600
34369,MH22/272006740,2022-08-06,2022-08-04,2022-08-06,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,MH08,branch_Nagpur,MH08,branch_Nagpur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,56,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),128800
34371,MH22/272006776,2022-08-06,2022-07-30,2022-08-06,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,51,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,117300
34375,HR22/62005929,2022-08-06,2022-08-05,2022-08-06,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,80500
34383,HR22/62005936,2022-08-06,2022-08-06,2022-08-06,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,103500
34384,MH22/272006770,2022-08-06,2022-08-06,2022-08-06,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,43,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,98900
34388,TN22/332002976,2022-08-06,2022-08-05,2022-08-06,10002717,Sundry  Ltd_ IV _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,20,2300,Non-OEM,Activate Enterprises,20ft Vehicle,Abhiman Jairam,FLC - Small,SUNDRAM-CHENNAI-IV-SUNDRAM-CHENNAI-IV,46000
34391,UT22/52000644,2022-08-06,2022-08-05,2022-08-06,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,UT01,branch_Rudrapur,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,61,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,140300
34401,JH22/202000324,2022-08-08,2022-08-05,2022-08-08,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,JH02,branch_Jamshedpur-Singhbhum,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
34406,TN22/332003007,2022-08-08,2022-05-23,2022-08-08,10002885,Ashoka Pvt Ltd _ Hosur _ Unit I,AUTO,South,RENTAL,Hosur,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,61,2300,OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,ALL-HOSUR UNIT 1-ALL-HOSUR UNIT 1,140300
34411,GJ22/242003771,2022-08-08,2022-08-03,2022-08-08,10006901,SFCG Private Limited_ Ahmedabad_Sanand,AUTO,West,RENTAL,Ahmedabad,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,Non-OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,SFCSOLUTIONS-SANAND-SFCSOLUTIONS-SANAND,161000
34418,MH22/272006833,2022-08-08,2022-08-05,2022-08-08,10003204,MMN _Nashik,AUTO,West,RENTAL,Nashik,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,43,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,MMM-Nashik-MMM-Nashik,98900
34429,TN22/332002987,2022-08-08,2022-08-05,2022-08-08,10002886,America Axe management _ KANCHIPURAM,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,23,2300,OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,AMERICAN-KANCHEEPURA-AMERICAN-KANCHEEPURA,52900
34435,JH22/202000322,2022-08-08,2022-08-04,2022-08-08,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,JH02,branch_Jamshedpur-Singhbhum,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
34438,HR22/62005994,2022-08-08,2022-08-06,2022-08-08,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,103500
34439,TN22/332003009,2022-08-08,2022-07-11,2022-08-08,10002681,Bornv pvt Ltd_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,5,2300,Non-OEM,Shree Raman Transport & Logistics,20ft Vehicle,Abhiman Jairam,FLC - Small,BORGWARNER C-CHENNAI-BORGWARNER C-CHENNAI,11500
34441,TN22/332002989,2022-08-08,2022-08-03,2022-08-08,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,Shriy Packers And Movers,20ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,89700
34444,UT22/52000649,2022-08-08,2022-08-06,2022-08-08,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,UT01,branch_Rudrapur,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,87400
34451,GJ22/242003778,2022-08-08,2022-08-02,2022-08-08,10002910,MAM_Rajkot _ Rajkot,AUTO,West,RENTAL,Rajkot,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,M&M-RAJKOT-M&M-RAJKOT,82800
34452,JH22/202000326,2022-08-08,2022-08-06,2022-08-08,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,JH02,branch_Jamshedpur-Singhbhum,JH02,branch_Jamshedpur-Singhbhum,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
34455,GJ22/242003784,2022-08-08,2022-08-08,2022-08-08,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,126500
34462,MH22/272006934,2022-08-09,2022-08-06,2022-08-09,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,MH02,branch_Pune,MH02,branch_Pune,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,159,2300,OEM,BLOOMING LAW SERVICES (LLP),32ft SXL,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,365700
34466,MH22/272006955,2022-08-09,2022-08-07,2022-08-09,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,47,2300,OEM,Activate Enterprises,20ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,108100
34468,MH22/272006925,2022-08-09,2022-08-05,2022-08-09,10002906,Maha AM Ltd_ Nashik,AUTO,West,RENTAL,Nashik,Maharashtra,MH02,branch_Pune,MH02,branch_Pune,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,2,2300,OEM,Activate Enterprises,32ft SXL,Amrut Dsak,FLC - Small,M&M-NASHIK-M&M-NASHIK,4600
34476,HR22/62006028,2022-08-09,2022-08-06,2022-08-09,10002961,TVT Log  Ltd _ Jamalpur,AUTO,North,RENTAL,Gurgaon,Haryana,HY08,branch_Pataudi Gadaipur,HY08,branch_Pataudi Gadaipur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,65,2300,OEM,Activate Enterprises,20ft Vehicle,Anup Soni,FLC - Small,TVS LOGI-JAMALPUR-TVS LOGI-JAMALPUR,149500
34480,AN22/352000108,2022-08-09,2022-06-30,2022-08-09,10002886,America Axe management _ KANCHIPURAM,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,TN02,branch_Chennai,TN02,branch_Chennai,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,14,2300,OEM,Shriy Packers And Movers,17ft Vehicle,Abhiman Jairam,FLC - Small,AMERICAN-KANCHEEPURA-AMERICAN-KANCHEEPURA,32200
34481,GJ22/242003813,2022-08-09,2022-08-07,2022-08-09,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,GJ04,branch_Kanera,GJ04,branch_Kanera,Return,15.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,92,2300,OEM,Activate Enterprises,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,211600
