,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
268,UT/51900043,2019-12-12,2019-12-12,2019-12-12,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,2500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,94300
270,TN/331900270,2019-12-12,2019-12-12,2019-12-12,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,75,2300,OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,172500
271,MH/271900168,2019-12-12,2019-12-12,2019-12-12,10002814,Knode pvt Ltd_ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002814,Knode pvt Ltd_ Pune,MH02,branch_Pune,Return,2600.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,8,2300,Non-OEM,LOGICAL TECH LLP,14Ft Vehicle,Amrut Dsak,FLC - Small,KNORR-PUNE-KNORR-PUNE,18400
278,UP/91900170,2019-12-12,2019-12-12,2019-12-12,10002924,TMO Ltd _ Lucknow,AUTO,North,RENTAL,Lucknow,Uttar Pradesh,10002924,TMO Ltd - Lucknow,UP02,branch_Lucknow,Return,5000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,78,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,TMO -LUCKNOW-TMO -LUCKNOW,179400
279,AP/371900202,2019-12-12,2019-12-12,2019-12-12,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,30000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,120,2300,OEM,LOGICAL TECH LLP,32ft SXL,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,276000
281,TN/331900246,2019-12-12,2019-12-12,2019-12-12,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,Non-OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,126500
284,AP/371900204,2019-12-12,2019-12-12,2019-12-12,10002910,MAM_Rajkot _ Rajkot,AUTO,West,RENTAL,Rajkot,Gujarat,10002910,MAM_Rajkot _ Rajkot,GJ02,branch_Kanera,Return,7000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,23,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-RAJKOT-M&M-RAJKOT,52900
287,TN/331900239,2019-12-12,2019-12-12,2019-12-12,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,92000
291,TN/331900262,2019-12-12,2019-12-12,2019-12-12,10002927,RICA INDUSTRIES LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002927,RICA INDUSTRIES LTD - Kanchipuram,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,Non-OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,RICO-KANCHEEPURAM-RICO-KANCHEEPURAM,161000
298,AP/371900209,2019-12-13,2019-12-13,2019-12-13,10003035,RICA INDUSTRIES Ltd_Halol,AUTO,West,RENTAL,Halol,Gujarat,10003035,RICA INDUSTRIES Ltd-Halol,GJ02,branch_Kanera,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,Pick Up,Amrut Dsak,FLC - Small,RICO-HALOL-RICO-HALOL,27600
301,TN/331900278,2019-12-13,2019-12-13,2019-12-13,10002877,Ashoka Pvt Ltd _ Chennai_Ennore,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002877,Ashoka Pvt Ltd - Chennai(Ennore),TN01,branch_Chennai,Return,3400.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,ALL-CHENNAI-ALL-CHENNAI,75900
303,AP/371900208,2019-12-13,2019-12-13,2019-12-13,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,4800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,XPRESSBEEX,17ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,75900
305,UP/91900176,2019-12-13,2019-12-13,2019-12-13,10002924,TMO Ltd _ Lucknow,AUTO,North,RENTAL,Lucknow,Uttar Pradesh,10002924,TMO Ltd - Lucknow,UP02,branch_Lucknow,Return,5000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,TMO -LUCKNOW-TMO -LUCKNOW,138000
310,Primary/1973,2019-12-14,2019-12-14,2019-12-14,10003010,UCAL FUEL SYSTEMS LTD _ PUNE,AUTO,West,RENTAL,Pune,Maharashtra,10003010,UCAL FUEL SYSTEMS LTD. - PUNE,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-PUNE-UCAL FUEL-PUNE,92000
311,TN/331900312,2019-12-14,2019-12-14,2019-12-14,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,42,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,96600
312,TN/331900299,2019-12-14,2019-12-14,2019-12-14,10002927,RICA INDUSTRIES LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002927,RICA INDUSTRIES LTD - Kanchipuram,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,53,2300,Non-OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,RICO-KANCHEEPURAM-RICO-KANCHEEPURAM,121900
314,TN/331900328,2019-12-14,2019-12-14,2019-12-14,10002877,Ashoka Pvt Ltd _ Chennai_Ennore,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002877,Ashoka Pvt Ltd - Chennai(Ennore),TN01,branch_Chennai,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,OEM,XPRESSBEEX,17ft Vehicle,Abhiman Jairam,FLC - Small,ALL-CHENNAI-ALL-CHENNAI,82800
316,TN/331900319,2019-12-14,2019-12-14,2019-12-14,10002962,Daimler _DC_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002962,Daimler _DC_ Chennai,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,67,2300,OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,DAIMLER-CHENNAI-DAIMLER-CHENNAI,154100
320,TN/331900305,2019-12-14,2019-12-14,2019-12-14,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,5800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,XPRESSBEEX,20ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,94300
326,AP/371900342,2019-12-14,2019-12-14,2019-12-14,10002941,TMO Car plant _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002941,TMO Car plant - Pune,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TMO CAR-PUNE-TMO CAR-PUNE,87400
329,Primary/1888,2019-12-14,2019-12-14,2019-12-14,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,10002851,TMO Limited (Pimpri) - pune,MH02,branch_Pune,Return,1800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,82800
333,Primary/1850,2019-12-14,2019-12-14,2019-12-14,10002724,Havon Pvt Ltd. _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002724,Havon Pvt Ltd. - Pune,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,HANON AUTO-PUNE-HANON AUTO-PUNE,92000
334,Primary/1932,2019-12-14,2019-12-14,2019-12-14,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,30000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,204,2300,OEM,LOGICAL TECH LLP,32ft SXL,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,469200
338,UT/51900050,2019-12-14,2019-12-12,2019-12-14,10002916,TMO Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002916,TMO Ltd - Pantnagar,UT01,branch_Rudrapur,Return,3200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,58,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -PANTNAGAR-TATA MOTO -PANTNAGAR,133400
339,Primary/2055,2019-12-15,2019-12-06,2019-12-15,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,2100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Kunna Enterprises,Tata 407,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,103500
341,JH/201900021,2019-12-15,2019-12-09,2019-12-15,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,Tata 407,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
342,JH/201900018,2019-12-15,2019-12-03,2019-12-15,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,2100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Kunna Enterprises,Tata 407,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,103500
346,JH/201900016,2019-12-15,2019-12-02,2019-12-15,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,2100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Kunna Enterprises,Tata 407,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,103500
348,TN/331900373,2019-12-16,2019-12-16,2019-12-16,10002871,Maha AM Ltd Zaheerabad FD,AUTO,South,RENTAL,Zaheerabad,Telangana,10002871,Maha AM Ltd - Zaheerabad,TN01,branch_Chennai,Return,1.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,108,2300,OEM,LOGICAL TECH LLP,32ft SXL,Abhiman Jairam,FLC - Small,M&M-ZAHEERABAD (FD)-M&M-ZAHEERABAD (FD),248400
349,TN/331900411,2019-12-16,2019-12-16,2019-12-16,10002885,Ashoka Pvt Ltd _ Hosur _ Unit I,AUTO,South,RENTAL,Hosur,Tamil Nadu,10002885,Ashoka Pvt Ltd - Hosur - Unit I,TN01,branch_Chennai,Return,10000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,14,2300,OEM,Cresel Roadways Pvt. Ltd.,14Ft Vehicle,Abhiman Jairam,FLC - Small,ALL-HOSUR UNIT 1-ALL-HOSUR UNIT 1,32200
351,AP/371900353,2019-12-16,2019-12-16,2019-12-16,10003009,UCAL FUEL SYSTEMS LTD _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10003009,UCAL FUEL SYSTEMS LTD - Aurangabad,MH02,branch_Pune,Return,500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,9,2300,OEM,MITTALI LOGISTICS  PRIVATE LIMI,19ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-AURANGABAD-UCAL FUEL-AURANGABAD,20700
354,AP/371900343,2019-12-16,2019-12-16,2019-12-16,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,126500
355,AP/371900345,2019-12-16,2019-12-16,2019-12-16,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,9000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,NV1 Logistics Pvt. Ltd.,17ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,92000
357,Primary/2096,2019-12-16,2019-12-16,2019-12-16,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,39,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,89700
359,Primary/2103,2019-12-16,2019-12-13,2019-12-16,10002880,Maha AM Ltd _ Mumbai,AUTO,West,RENTAL,Mumbai,Maharashtra,10002880,Maha AM Ltd. - Mumbai,MH03,branch_Bhiwandi,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,20,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,M&M-MUMBAI-OLD 1ST-M&M-MUMBAI-OLD 1ST,46000
362,Primary/2118,2019-12-16,2019-12-16,2019-12-16,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,75900
363,Primary/2311,2019-12-16,2019-12-16,2019-12-16,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,51,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,117300
365,UT/51900053,2019-12-16,2019-12-16,2019-12-16,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,2500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,75900
366,TN/331900392,2019-12-16,2019-12-16,2019-12-16,10002877,Ashoka Pvt Ltd _ Chennai_Ennore,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002877,Ashoka Pvt Ltd - Chennai(Ennore),TN01,branch_Chennai,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,OEM,XPRESSBEEX,17ft Vehicle,Abhiman Jairam,FLC - Small,ALL-CHENNAI-ALL-CHENNAI,87400
367,TN/331900407,2019-12-16,2019-12-16,2019-12-16,10002877,Ashoka Pvt Ltd _ Chennai_Ennore,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002877,Ashoka Pvt Ltd - Chennai(Ennore),TN01,branch_Chennai,Return,3700.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,65,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,ALL-CHENNAI-ALL-CHENNAI,149500
368,AP/371900351,2019-12-16,2019-12-16,2019-12-16,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,9000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,NV1 Logistics Pvt. Ltd.,19ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,103500
369,Primary/2280,2019-12-16,2019-12-16,2019-12-16,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),126500
370,TN/331900402,2019-12-16,2019-12-16,2019-12-16,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,20,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,46000
380,AP/371900382,2019-12-17,2019-12-17,2019-12-17,10003035,RICA INDUSTRIES Ltd_Halol,AUTO,West,RENTAL,Halol,Gujarat,10003035,RICA INDUSTRIES Ltd-Halol,GJ02,branch_Kanera,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,Tata 407,Amrut Dsak,FLC - Small,RICO-HALOL-RICO-HALOL,27600
395,TN/331900453,2019-12-17,2019-12-17,2019-12-17,10002885,Ashoka Pvt Ltd _ Hosur _ Unit I,AUTO,South,RENTAL,Hosur,Tamil Nadu,10002885,Ashoka Pvt Ltd - Hosur - Unit I,TN01,branch_Chennai,Return,8500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,34,2300,OEM,Cresel Roadways Pvt. Ltd.,14Ft Vehicle,Abhiman Jairam,FLC - Small,ALL-HOSUR UNIT 1-ALL-HOSUR UNIT 1,78200
396,AP/371900385,2019-12-17,2019-12-10,2019-12-17,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),138000
399,UT/51900061,2019-12-17,2019-12-17,2019-12-17,10002904,Ashoka Pvt Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002904,Ashoka Pvt Ltd - Pantnagar,UT01,branch_Rudrapur,Return,3200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,31,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,ALL-PANTNAGAR-ALL-PANTNAGAR,71300
404,TN/331900488,2019-12-18,2019-12-18,2019-12-18,10002876,Roy EL Limited _ Kancheepuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002876,Roy EL Limited _ Kancheepuram,TN01,branch_Chennai,Return,1000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,23,2300,OEM,XPRESSBEEX,17ft Vehicle,Abhiman Jairam,FLC - Small,ROYAL E-KANCHEEPURAM-ROYAL E-KANCHEEPURAM,52900
410,UT/51900065,2019-12-18,2019-12-17,2019-12-18,10002916,TMO Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002916,TMO Ltd - Pantnagar,UT01,branch_Rudrapur,Return,0.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,48,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -PANTNAGAR-TATA MOTO -PANTNAGAR,110400
416,TN/331900490,2019-12-18,2019-12-18,2019-12-18,10002871,Maha AM Ltd Zaheerabad FD,AUTO,South,RENTAL,Zaheerabad,Telangana,10002871,Maha AM Ltd - Zaheerabad,TN01,branch_Chennai,Return,27000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,93,2300,OEM,LOGICAL TECH LLP,32ft SXL,Abhiman Jairam,FLC - Small,M&M-ZAHEERABAD (FD)-M&M-ZAHEERABAD (FD),213900
419,TN/331900500,2019-12-18,2019-12-18,2019-12-18,10002883,TURBINE PVT LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002883,TURBINE PVT LTD - Kanchipuram,TN01,branch_Chennai,Return,3700.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,6,2300,Non-OEM,SRI VENKATESWARIYA TRANSPORT,Tata Ace,Abhiman Jairam,FLC - Small,TURBO-KANCHEEPURAM-TURBO-KANCHEEPURAM,13800
427,TN/331900494,2019-12-18,2019-12-18,2019-12-18,10002883,TURBINE PVT LTD _ Kanchipuram,AUTO,South,RENTAL,Kanchipuram,Tamil Nadu,10002883,TURBINE PVT LTD - Kanchipuram,TN01,branch_Chennai,Return,3700.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,14,2300,Non-OEM,SRI VENKATESWARIYA TRANSPORT,Tata Ace,Abhiman Jairam,FLC - Small,TURBO-KANCHEEPURAM-TURBO-KANCHEEPURAM,32200
428,Primary/2812,2019-12-18,2019-12-18,2019-12-18,10002960,TVT Log  Ltd _ Becharaji,AUTO,West,RENTAL,Becharaji,Gujarat,10002960,TVT Log  Ltd. - Becharaji,GJ02,branch_Kanera,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TVS LOGI-BECHARAJI-TVS LOGI-BECHARAJI,57500
429,UT/51900068,2019-12-18,2019-12-18,2019-12-18,10002916,TMO Ltd _ Pantnagar,AUTO,North,RENTAL,Pantnagar,Uttarakhand,10002916,TMO Ltd - Pantnagar,UT01,branch_Rudrapur,Return,3200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,13,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -PANTNAGAR-TATA MOTO -PANTNAGAR,29900
430,AP/371900388,2019-12-18,2019-12-18,2019-12-18,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,126500
